freq,unit,sex,age,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,NR,F,Y30-34,CZ08	: 	: 	42230 	41343 	41636 	43434 	44943 	45640 	45616 	44862 	43771 	42698 	42987 	43871 	45946 	48064 	49552 	50507 	50863 	50234 	48740 	46530 	44105 	42297 	40443 	38757 	38399 	38462 	38167 	38281 	38263 
A,NR,M,Y30-34,CZ08	: 	: 	44751 	43988 	44720 	46670 	47980 	48640 	48854 	47778 	46687 	45379 	45388 	46270 	48472 	50562 	52281 	53388 	54005 	53568 	52128 	50020 	47776 	45727 	44054 	42541 	41859 	41905 	41829 	41784 	41608 
A,NR,T,Y30-34,CZ08	: 	: 	86981 	85331 	86356 	90104 	92923 	94280 	94470 	92640 	90458 	88077 	88375 	90141 	94418 	98626 	101833 	103895 	104868 	103802 	100868 	96550 	91881 	88024 	84497 	81298 	80258 	80367 	79996 	80065 	79871 
A,NR,F,Y30-34,DE11	134020 	140984 	147414 	153345 	158991 	163080 	165527 	167728 	168326 	167487 	165253 	161638 	156722 	150823 	142454 	135694 	129780 	125454 	122775 	122148 	122290 	121077 	123102 	125070 	126779 	128201 	129285 	130872 	132612 	135530 	137610 
A,NR,M,Y30-34,DE11	144987 	154229 	161921 	170187 	176207 	180089 	183157 	185518 	184768 	182431 	178909 	173198 	167534 	159760 	149635 	140968 	134024 	128124 	124696 	123707 	123057 	120065 	122993 	126791 	130012 	133439 	137858 	140472 	143578 	148349 	150712 
A,NR,T,Y30-34,DE11	279007 	295213 	309335 	323532 	335198 	343169 	348684 	353246 	353094 	349918 	344162 	334836 	324256 	310583 	292089 	276662 	263804 	253578 	247471 	245855 	245347 	241142 	246095 	251861 	256791 	261640 	267143 	271344 	276190 	283879 	288322 
A,NR,F,Y30-34,DE12	94568 	99580 	104919 	109358 	113993 	116767 	118014 	119247 	119062 	117252 	114672 	110536 	106242 	101188 	94888 	89307 	85315 	82121 	80460 	80039 	80264 	79362 	81204 	83401 	85087 	85865 	86811 	87124 	87731 	89032 	90116 
A,NR,M,Y30-34,DE12	101055 	107711 	113706 	119376 	123548 	126809 	127521 	128098 	127043 	125232 	121434 	116106 	111069 	104912 	96612 	90039 	85360 	81824 	80064 	79925 	80255 	78589 	80720 	83927 	86825 	89007 	91940 	93319 	94912 	97246 	98914 
A,NR,T,Y30-34,DE12	195623 	207291 	218625 	228734 	237541 	243576 	245535 	247345 	246105 	242484 	236106 	226642 	217311 	206100 	191500 	179346 	170675 	163945 	160524 	159964 	160519 	157951 	161924 	167328 	171912 	174872 	178751 	180443 	182643 	186278 	189030 
A,NR,F,Y30-34,DE13	72986 	77561 	81626 	85251 	88293 	90886 	92263 	93123 	93073 	92397 	90453 	87156 	83804 	79174 	73734 	69306 	65915 	63454 	62012 	61555 	61267 	60198 	61447 	63225 	64659 	66007 	66850 	67683 	68578 	70104 	71294 
A,NR,M,Y30-34,DE13	77315 	82196 	86100 	90089 	93660 	95964 	97763 	98568 	97878 	95787 	92898 	89364 	85190 	80266 	74485 	69206 	65298 	62647 	60884 	60405 	60314 	58439 	59987 	62176 	64195 	66193 	68971 	70308 	72047 	73881 	75322 
A,NR,T,Y30-34,DE13	150301 	159757 	167726 	175340 	181953 	186850 	190026 	191691 	190951 	188184 	183351 	176520 	168994 	159440 	148219 	138512 	131213 	126101 	122896 	121960 	121581 	118637 	121434 	125401 	128854 	132200 	135821 	137991 	140625 	143985 	146616 
A,NR,F,Y30-34,DE14	60204 	63879 	66656 	69443 	72370 	74212 	75542 	76609 	76263 	75397 	73973 	71722 	68937 	65896 	62063 	58698 	55885 	53415 	51993 	51330 	51244 	50029 	50902 	52047 	53079 	53658 	54183 	54878 	55529 	57016 	58120 
A,NR,M,Y30-34,DE14	64132 	68735 	72047 	75671 	78762 	80841 	82087 	82866 	82642 	81261 	79136 	76245 	72446 	68565 	63753 	59836 	56611 	54398 	52454 	52107 	51841 	49807 	50811 	52549 	53819 	55327 	57393 	58229 	59479 	61779 	63036 
A,NR,T,Y30-34,DE14	124336 	132614 	138703 	145114 	151132 	155053 	157629 	159475 	158905 	156658 	153109 	147967 	141383 	134461 	125816 	118534 	112496 	107813 	104447 	103437 	103085 	99836 	101713 	104596 	106898 	108985 	111576 	113107 	115008 	118795 	121156 
A,NR,F,Y30-34,DE21	140461 	147986 	154576 	161693 	168477 	174262 	178559 	181554 	183428 	181906 	180279 	177472 	173023 	165197 	156010 	148488 	143720 	141106 	141178 	143419 	144954 	147319 	151573 	156284 	158876 	160731 	161320 	162603 	161832 	164883 	167448 
A,NR,M,Y30-34,DE21	147997 	158636 	165875 	174900 	181338 	185938 	191053 	194008 	194442 	193146 	192332 	189404 	184979 	175453 	164449 	153442 	146639 	143390 	142822 	143528 	144544 	142703 	147963 	152551 	156811 	159956 	163918 	166918 	167793 	172826 	175619 
A,NR,T,Y30-34,DE21	288458 	306622 	320451 	336593 	349815 	360200 	369612 	375562 	377870 	375052 	372611 	366876 	358002 	340650 	320459 	301930 	290359 	284496 	284000 	286947 	289498 	290022 	299536 	308835 	315687 	320687 	325238 	329521 	329625 	337709 	343067 
A,NR,F,Y30-34,DE22	39847 	42384 	44288 	46084 	47782 	48743 	49102 	49204 	48897 	48196 	47486 	46594 	45457 	43545 	40971 	38800 	36447 	34556 	33508 	33161 	32786 	32690 	33019 	33527 	33935 	34341 	34494 	34861 	35275 	35906 	36634 
A,NR,M,Y30-34,DE22	42574 	45286 	47303 	49097 	50701 	51593 	52397 	52508 	52335 	51603 	50587 	49259 	48164 	45980 	43155 	40376 	37737 	35706 	34587 	34008 	33580 	33091 	33810 	34865 	35787 	36831 	37731 	38167 	39100 	40208 	41040 
A,NR,T,Y30-34,DE22	82421 	87670 	91591 	95181 	98483 	100336 	101499 	101712 	101232 	99799 	98073 	95853 	93621 	89525 	84126 	79176 	74184 	70262 	68095 	67169 	66366 	65781 	66829 	68392 	69722 	71172 	72225 	73028 	74375 	76114 	77674 
A,NR,F,Y30-34,DE23	36965 	38897 	40628 	42202 	44020 	45461 	46045 	46317 	46130 	45269 	44294 	43334 	41712 	39777 	37529 	35240 	33261 	31657 	30828 	30419 	30318 	30776 	31306 	31840 	32248 	32492 	32566 	32803 	33059 	33946 	34652 
A,NR,M,Y30-34,DE23	40256 	42859 	44797 	46631 	47799 	49082 	49807 	49696 	49225 	48496 	47054 	45469 	43751 	41782 	38958 	36331 	34403 	32683 	31631 	31259 	31051 	30723 	31781 	32537 	33428 	34076 	34701 	35480 	36306 	37339 	37993 
A,NR,T,Y30-34,DE23	77221 	81756 	85425 	88833 	91819 	94543 	95852 	96013 	95355 	93765 	91348 	88803 	85463 	81559 	76487 	71571 	67664 	64340 	62459 	61678 	61369 	61499 	63087 	64377 	65676 	66568 	67267 	68283 	69365 	71285 	72645 
A,NR,F,Y30-34,DE24	37698 	39799 	41600 	43069 	44533 	45564 	46086 	46279 	46165 	45503 	44629 	43414 	41870 	39811 	37121 	34382 	32103 	30226 	28905 	28331 	28043 	28223 	28336 	28751 	28927 	29117 	29174 	29542 	29756 	30430 	30897 
A,NR,M,Y30-34,DE24	40481 	43376 	45189 	47029 	48547 	49297 	49836 	49691 	49082 	48000 	46538 	44843 	42888 	40142 	36924 	34224 	31749 	29736 	28718 	28365 	28195 	28021 	28559 	29229 	29595 	29941 	30431 	31053 	31715 	32627 	33125 
A,NR,T,Y30-34,DE24	78179 	83175 	86789 	90098 	93080 	94861 	95922 	95970 	95247 	93503 	91167 	88257 	84758 	79953 	74045 	68606 	63852 	59962 	57623 	56696 	56238 	56244 	56895 	57980 	58522 	59058 	59605 	60595 	61471 	63057 	64022 
A,NR,F,Y30-34,DE25	58486 	61865 	64527 	66987 	69277 	71239 	72202 	72801 	72954 	72225 	70865 	69162 	66598 	63110 	58571 	54969 	52268 	50820 	50037 	50203 	50784 	51357 	52951 	54545 	55016 	55616 	56001 	56123 	56552 	57949 	58482 
A,NR,M,Y30-34,DE25	61976 	66002 	69079 	72166 	74859 	77308 	78184 	78608 	78535 	77036 	74853 	71835 	68723 	64476 	59966 	55566 	52891 	51195 	50196 	50369 	50752 	50709 	52534 	54163 	55324 	55920 	56923 	57371 	58619 	60350 	61640 
A,NR,T,Y30-34,DE25	120462 	127867 	133606 	139153 	144136 	148547 	150386 	151409 	151489 	149261 	145718 	140997 	135321 	127586 	118537 	110535 	105159 	102015 	100233 	100572 	101536 	102066 	105485 	108708 	110340 	111536 	112924 	113494 	115171 	118299 	120122 
A,NR,F,Y30-34,DE26	46420 	48989 	51241 	53521 	55677 	56944 	57726 	57954 	57733 	56397 	54877 	52700 	50139 	47060 	44022 	41145 	39047 	37299 	36146 	36003 	35698 	35535 	35996 	36688 	37102 	37540 	37771 	37781 	37971 	38722 	39238 
A,NR,M,Y30-34,DE26	49282 	52863 	54984 	57562 	59204 	60778 	61629 	61725 	60679 	59165 	56958 	54111 	51243 	48201 	44523 	41432 	39021 	37291 	36241 	35807 	35974 	35639 	36624 	37741 	38829 	39403 	40039 	40520 	41246 	42455 	42973 
A,NR,T,Y30-34,DE26	95702 	101852 	106225 	111083 	114881 	117722 	119355 	119679 	118412 	115562 	111835 	106811 	101382 	95261 	88545 	82577 	78068 	74590 	72387 	71810 	71672 	71174 	72620 	74429 	75931 	76943 	77810 	78301 	79217 	81177 	82211 
A,NR,F,Y30-34,DE27	57265 	60734 	63590 	66812 	69635 	71467 	72805 	73864 	73573 	72956 	72037 	69942 	67904 	64665 	60701 	56928 	54095 	51360 	50415 	49879 	49820 	51016 	51942 	52708 	53826 	54486 	54880 	55483 	56219 	57752 	59310 
A,NR,M,Y30-34,DE27	60528 	64800 	68303 	72025 	75068 	77030 	78319 	78831 	78650 	77557 	76004 	73364 	70511 	66651 	61865 	57690 	54646 	52290 	51077 	50584 	50322 	50882 	52333 	54329 	56122 	57627 	58699 	59842 	61443 	63479 	65184 
A,NR,T,Y30-34,DE27	117793 	125534 	131893 	138837 	144703 	148497 	151124 	152695 	152223 	150513 	148041 	143306 	138415 	131316 	122566 	114618 	108741 	103650 	101492 	100463 	100142 	101898 	104275 	107037 	109948 	112113 	113579 	115325 	117662 	121231 	124494 
A,NR,F,Y30-34,DE30	129594 	134774 	141466 	150217 	159195 	165367 	169532 	170430 	166101 	159917 	152632 	145615 	139571 	132633 	125111 	119642 	116459 	114928 	116669 	120046 	123830 	121003 	127627 	133577 	139215 	143416 	146965 	151025 	155641 	160660 	164779 
A,NR,M,Y30-34,DE30	140524 	146359 	154222 	163991 	173487 	180080 	184545 	184529 	179308 	172074 	164445 	156255 	150594 	142935 	134121 	127518 	124026 	121667 	122843 	126671 	130137 	123481 	129929 	136625 	141946 	146871 	151051 	155393 	160091 	165499 	168782 
A,NR,T,Y30-34,DE30	270118 	281133 	295688 	314208 	332682 	345447 	354077 	354959 	345409 	331991 	317077 	301870 	290165 	275568 	259232 	247160 	240485 	236595 	239512 	246717 	253967 	244484 	257556 	270202 	281161 	290287 	298016 	306418 	315732 	326159 	333561 
A,NR,F,Y30-34,DE40	101048 	101023 	102978 	105890 	108633 	108874 	107891 	106067 	103227 	99368 	94889 	89823 	84466 	78529 	72409 	67099 	62616 	59010 	59102 	60769 	62790 	65283 	66949 	67521 	67898 	68716 	69920 	71338 	73061 	74583 	75782 
A,NR,M,Y30-34,DE40	110411 	106801 	108550 	113220 	116518 	117669 	117664 	115718 	112107 	107452 	102058 	96787 	91824 	85982 	79796 	74199 	69347 	65387 	64937 	66589 	68933 	69749 	71545 	72686 	73315 	74092 	76149 	76288 	77153 	78131 	78723 
A,NR,T,Y30-34,DE40	211459 	207824 	211528 	219110 	225151 	226543 	225555 	221785 	215334 	206820 	196947 	186610 	176290 	164511 	152205 	141298 	131963 	124397 	124039 	127358 	131723 	135032 	138494 	140207 	141213 	142808 	146069 	147626 	150214 	152714 	154505 
A,NR,F,Y30-34,DE50	24469 	25248 	25826 	26449 	26828 	27122 	27692 	27897 	27775 	27419 	26861 	25717 	24792 	23962 	22648 	21557 	20884 	20318 	19945 	19773 	19941 	19792 	20276 	20830 	21416 	21857 	22192 	22695 	22783 	23180 	23570 
A,NR,M,Y30-34,DE50	25455 	26767 	27693 	28602 	29033 	29844 	30693 	31559 	31723 	31532 	30435 	29181 	27496 	25998 	24311 	23094 	21886 	21335 	20849 	20773 	20872 	20875 	21440 	22095 	22586 	23135 	23701 	24297 	24578 	25058 	25278 
A,NR,T,Y30-34,DE50	49924 	52015 	53519 	55051 	55861 	56966 	58385 	59456 	59498 	58951 	57296 	54898 	52288 	49960 	46959 	44651 	42770 	41653 	40794 	40546 	40813 	40667 	41716 	42925 	44002 	44992 	45893 	46992 	47361 	48238 	48848 
A,NR,F,Y30-34,DE60	59049 	62675 	66217 	69733 	73843 	77452 	79631 	81619 	82454 	81868 	80226 	78364 	76345 	73296 	69791 	66966 	65746 	65639 	66250 	67312 	68878 	68078 	70187 	72336 	73715 	74601 	74706 	74803 	75761 	77244 	78104 
A,NR,M,Y30-34,DE60	61854 	66825 	70667 	75010 	79868 	83956 	86180 	88757 	90119 	90117 	88449 	86790 	83955 	79780 	74649 	71523 	70472 	70219 	71199 	71769 	71685 	67346 	68751 	70271 	70785 	71814 	72690 	73870 	75239 	76731 	77659 
A,NR,T,Y30-34,DE60	120903 	129500 	136884 	144743 	153711 	161408 	165811 	170376 	172573 	171985 	168675 	165154 	160300 	153076 	144440 	138489 	136218 	135858 	137449 	139081 	140563 	135424 	138938 	142607 	144500 	146415 	147396 	148673 	151000 	153975 	155763 
A,NR,F,Y30-34,DE71	134082 	140125 	145681 	151492 	157481 	162384 	166178 	169040 	169600 	168274 	164847 	160062 	154110 	147154 	137788 	130860 	125469 	121105 	119620 	120228 	121598 	123784 	126462 	128791 	129737 	130842 	130908 	130815 	131323 	133192 	135120 
A,NR,M,Y30-34,DE71	140137 	148671 	156195 	164285 	170111 	173889 	177347 	179964 	179239 	177573 	174809 	169395 	161864 	153168 	142035 	133012 	125899 	119817 	117523 	117228 	117827 	117367 	120162 	123018 	124872 	127128 	129813 	130773 	132141 	135314 	138373 
A,NR,T,Y30-34,DE71	274219 	288796 	301876 	315777 	327592 	336273 	343525 	349004 	348839 	345847 	339656 	329457 	315974 	300322 	279823 	263872 	251368 	240922 	237143 	237456 	239425 	241151 	246624 	251809 	254609 	257970 	260721 	261588 	263464 	268506 	273493 
A,NR,F,Y30-34,DE72	36515 	38727 	40792 	42619 	44565 	46279 	47014 	47186 	46896 	45559 	43993 	42319 	40401 	38289 	35912 	33469 	31573 	30302 	29030 	28809 	28479 	28933 	29126 	29232 	29210 	29398 	29477 	29683 	30067 	30820 	31527 
A,NR,M,Y30-34,DE72	39337 	42101 	44195 	46731 	49060 	50355 	51100 	50787 	49560 	48047 	46113 	44033 	41722 	39292 	36345 	33887 	31857 	30326 	29552 	29312 	29048 	29107 	29420 	29932 	30227 	30998 	31710 	31938 	32452 	33413 	34506 
A,NR,T,Y30-34,DE72	75852 	80828 	84987 	89350 	93625 	96634 	98114 	97973 	96456 	93606 	90106 	86352 	82123 	77581 	72257 	67356 	63430 	60628 	58582 	58121 	57527 	58040 	58546 	59164 	59437 	60396 	61187 	61621 	62519 	64233 	66033 
A,NR,F,Y30-34,DE73	41362 	43808 	45443 	47490 	49076 	49978 	50870 	51158 	50927 	50340 	49711 	48446 	46831 	44503 	41738 	38852 	36314 	34382 	33294 	32509 	32168 	32053 	31910 	32007 	32164 	32342 	32503 	32768 	33498 	34115 	34431 
A,NR,M,Y30-34,DE73	44248 	47342 	48873 	51055 	53021 	54180 	55237 	55866 	55810 	55237 	53615 	51607 	49221 	46105 	42452 	39329 	36351 	34005 	32674 	31920 	31697 	31415 	32098 	32776 	33751 	34633 	35784 	36382 	37040 	38111 	38731 
A,NR,T,Y30-34,DE73	85610 	91150 	94316 	98545 	102097 	104158 	106107 	107024 	106737 	105577 	103326 	100053 	96052 	90608 	84190 	78181 	72665 	68387 	65968 	64429 	63865 	63468 	64008 	64783 	65915 	66975 	68287 	69150 	70538 	72226 	73162 
A,NR,F,Y30-34,DE80	77900 	77455 	78050 	78654 	79224 	78651 	77237 	74840 	71534 	67594 	63318 	59383 	55386 	51008 	46728 	43109 	40139 	38009 	38452 	39783 	41409 	42980 	44387 	45209 	45669 	46491 	47432 	48464 	49558 	50296 	50730 
A,NR,M,Y30-34,DE80	85011 	82882 	83920 	84756 	85784 	85676 	84572 	82221 	78267 	73873 	69417 	65146 	61381 	57298 	53153 	49372 	46396 	44122 	45096 	46788 	48520 	49331 	50807 	51308 	51608 	52148 	53802 	53693 	54231 	54766 	54839 
A,NR,T,Y30-34,DE80	162911 	160337 	161970 	163410 	165008 	164327 	161809 	157061 	149801 	141467 	132735 	124529 	116767 	108306 	99881 	92481 	86535 	82131 	83548 	86571 	89929 	92311 	95194 	96517 	97277 	98639 	101234 	102157 	103789 	105062 	105569 
A,NR,F,Y30-34,DE91	56753 	59444 	61903 	64259 	66510 	68277 	68983 	69274 	69012 	68184 	66755 	64922 	62176 	58709 	54957 	51078 	47524 	45075 	43555 	42884 	43068 	42813 	43401 	43861 	44440 	44736 	45251 	45340 	45790 	46634 	47502 
A,NR,M,Y30-34,DE91	62076 	65641 	68297 	70780 	72797 	74517 	75479 	75741 	75030 	73726 	71692 	68876 	65143 	61282 	56674 	52219 	48629 	46119 	44501 	44201 	44623 	42999 	43693 	44838 	45801 	47139 	48823 	49044 	49646 	50906 	51803 
A,NR,T,Y30-34,DE91	118829 	125085 	130200 	135039 	139307 	142794 	144462 	145015 	144042 	141910 	138447 	133798 	127319 	119991 	111631 	103297 	96153 	91194 	88056 	87085 	87691 	85812 	87094 	88699 	90241 	91875 	94074 	94384 	95436 	97540 	99305 
A,NR,F,Y30-34,DE92	71799 	75240 	78478 	82024 	85398 	88001 	89785 	91409 	92227 	91509 	90092 	87389 	83332 	78356 	72852 	68153 	64332 	61806 	60555 	60256 	59949 	59405 	60145 	61334 	61467 	61955 	62339 	62477 	62609 	63735 	64239 
A,NR,M,Y30-34,DE92	75989 	80118 	83536 	87754 	91221 	94089 	96328 	97902 	98206 	96985 	94855 	90794 	85989 	80755 	74531 	68994 	64987 	62152 	60119 	59435 	59218 	57456 	58360 	59450 	60536 	61454 	63189 	63668 	64183 	66168 	67380 
A,NR,T,Y30-34,DE92	147788 	155358 	162014 	169778 	176619 	182090 	186113 	189311 	190433 	188494 	184947 	178183 	169321 	159111 	147383 	137147 	129319 	123958 	120674 	119691 	119167 	116861 	118505 	120784 	122003 	123409 	125528 	126145 	126792 	129903 	131619 
A,NR,F,Y30-34,DE93	50700 	53277 	55667 	57844 	60901 	63194 	65081 	66790 	68057 	68639 	68431 	66787 	64286 	60710 	56510 	52463 	49065 	46191 	44643 	43766 	43381 	43465 	43694 	43881 	43940 	44126 	44551 	44566 	45165 	46139 	46920 
A,NR,M,Y30-34,DE93	52362 	55300 	58174 	60969 	64668 	67664 	70101 	71522 	72272 	71918 	70790 	68332 	65519 	61246 	56609 	52003 	48376 	45590 	43786 	42927 	42635 	41337 	41690 	42315 	42901 	43577 	45502 	45978 	46840 	48178 	49553 
A,NR,T,Y30-34,DE93	103062 	108577 	113841 	118813 	125569 	130858 	135182 	138312 	140329 	140557 	139221 	135119 	129805 	121956 	113119 	104466 	97441 	91781 	88429 	86693 	86016 	84802 	85384 	86196 	86841 	87703 	90053 	90544 	92005 	94317 	96473 
A,NR,F,Y30-34,DE94	77026 	80584 	84641 	88389 	92639 	96703 	99737 	100918 	102187 	101925 	100768 	98311 	95230 	90563 	84379 	78868 	74138 	70367 	67710 	66819 	66272 	65607 	65874 	66687 	67457 	67837 	68943 	70079 	71576 	73192 	75316 
A,NR,M,Y30-34,DE94	81120 	85498 	89740 	94226 	98442 	102731 	106471 	108160 	109208 	108888 	107285 	103746 	99388 	93904 	87233 	81099 	76091 	72440 	70365 	68972 	68732 	66273 	67102 	68281 	69435 	70870 	72994 	74135 	76480 	78967 	81050 
A,NR,T,Y30-34,DE94	158146 	166082 	174381 	182615 	191081 	199434 	206208 	209078 	211395 	210813 	208053 	202057 	194618 	184467 	171612 	159967 	150229 	142807 	138075 	135791 	135004 	131880 	132976 	134968 	136892 	138707 	141937 	144214 	148056 	152159 	156366 
A,NR,F,Y30-34,DEA1	192701 	200222 	206120 	211395 	216728 	220579 	223075 	225697 	226817 	223848 	219311 	210983 	201374 	189165 	176382 	164473 	155693 	149189 	146533 	146255 	146551 	146231 	148434 	150493 	152523 	154437 	156568 	158848 	160977 	164583 	167356 
A,NR,M,Y30-34,DEA1	199434 	208105 	214318 	221481 	226508 	231795 	234891 	237634 	237582 	233569 	227416 	218014 	207012 	193414 	179037 	165358 	155473 	148364 	145098 	144024 	144348 	142221 	144474 	147893 	150876 	153685 	158082 	160293 	162733 	167078 	170811 
A,NR,T,Y30-34,DEA1	392135 	408327 	420438 	432876 	443236 	452374 	457966 	463331 	464399 	457417 	446727 	428997 	408386 	382579 	355419 	329831 	311166 	297553 	291631 	290279 	290899 	288452 	292908 	298386 	303399 	308122 	314650 	319141 	323710 	331661 	338167 
A,NR,F,Y30-34,DEA2	151829 	159155 	165701 	171828 	178382 	183712 	187757 	190691 	192287 	191093 	186520 	179748 	173128 	164092 	153251 	144330 	138360 	133909 	132192 	131968 	132305 	134189 	136458 	138824 	140198 	141372 	141570 	141893 	142813 	145284 	147682 
A,NR,M,Y30-34,DEA2	159646 	169003 	176720 	184001 	191404 	196859 	200854 	203747 	203503 	200135 	194419 	186506 	177864 	167998 	156046 	145256 	137741 	133277 	130923 	129782 	129755 	128292 	130865 	133354 	135231 	138045 	141762 	142096 	144124 	147495 	150093 
A,NR,T,Y30-34,DEA2	311475 	328158 	342421 	355829 	369786 	380571 	388611 	394438 	395790 	391228 	380939 	366254 	350992 	332090 	309297 	289586 	276101 	267186 	263115 	261750 	262060 	262481 	267323 	272178 	275429 	279417 	283332 	283989 	286937 	292779 	297775 
A,NR,F,Y30-34,DEA3	92596 	96279 	99452 	102542 	105353 	107926 	109983 	111242 	111966 	111093 	109380 	106116 	102045 	96279 	89768 	83559 	78728 	75064 	72596 	72046 	71071 	70820 	71338 	72457 	72713 	73189 	74176 	75137 	75647 	77291 	78307 
A,NR,M,Y30-34,DEA3	95187 	99823 	103154 	106275 	110009 	112935 	115560 	117701 	118909 	117791 	115249 	110688 	105443 	98833 	91232 	84634 	79581 	75923 	73255 	72106 	71576 	70469 	71111 	72335 	73742 	75009 	77835 	78545 	79735 	80962 	82229 
A,NR,T,Y30-34,DEA3	187783 	196102 	202606 	208817 	215362 	220861 	225543 	228943 	230875 	228884 	224629 	216804 	207488 	195112 	181000 	168193 	158309 	150987 	145851 	144152 	142647 	141289 	142449 	144792 	146455 	148198 	152011 	153682 	155382 	158253 	160536 
A,NR,F,Y30-34,DEA4	66444 	70519 	73979 	77074 	80141 	81805 	83369 	84395 	84611 	83993 	82679 	80291 	77583 	74073 	69742 	65820 	62485 	59818 	57957 	56889 	56367 	56002 	56211 	56939 	57556 	57788 	58748 	59184 	59719 	60506 	61287 
A,NR,M,Y30-34,DEA4	69863 	74220 	77516 	80842 	84210 	86406 	88296 	89701 	90009 	89148 	87039 	84318 	80623 	76249 	70980 	66459 	62441 	59566 	57754 	56879 	56699 	56172 	56645 	57669 	58831 	60126 	62909 	63195 	63744 	65238 	65799 
A,NR,T,Y30-34,DEA4	136307 	144739 	151495 	157916 	164351 	168211 	171665 	174096 	174620 	173141 	169718 	164609 	158206 	150322 	140722 	132279 	124926 	119384 	115711 	113768 	113066 	112174 	112856 	114608 	116387 	117914 	121657 	122379 	123463 	125744 	127086 
A,NR,F,Y30-34,DEA5	134046 	138778 	142334 	145846 	149873 	153310 	155134 	156489 	156500 	155250 	152452 	147578 	141127 	133975 	124152 	115553 	108494 	103989 	100805 	99112 	98600 	99098 	99397 	100431 	101222 	101734 	102543 	102744 	103563 	105317 	107206 
A,NR,M,Y30-34,DEA5	141692 	148211 	152636 	156925 	162135 	166566 	169934 	171950 	171375 	169327 	165584 	158915 	151139 	142494 	131342 	120630 	112685 	107020 	103325 	101419 	100858 	98325 	99853 	101720 	102858 	104870 	108636 	108803 	109662 	112211 	114477 
A,NR,T,Y30-34,DEA5	275738 	286989 	294970 	302771 	312008 	319876 	325068 	328439 	327875 	324577 	318036 	306493 	292266 	276469 	255494 	236183 	221179 	211009 	204130 	200531 	199458 	197423 	199250 	202151 	204080 	206604 	211179 	211547 	213225 	217528 	221683 
A,NR,F,Y30-34,DEB1	49133 	51543 	53674 	55939 	58029 	59582 	60331 	60655 	60593 	59809 	58551 	56608 	54435 	51333 	47851 	44574 	41973 	39828 	38640 	38273 	38115 	38583 	39321 	39556 	39732 	40072 	40205 	40471 	41070 	42047 	42898 
